Country Name,Date,Access to electricity (% of population),Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agriculture, forestry, and fishing, value added (% of GDP)","Annual freshwater withdrawals, total (% of internal resources)","Annual freshwater withdrawals, total (billion cubic meters)",Arable land (% of land area),Average precipitation in depth (mm per year),CO2 emissions (kg per 2015 US$ of GDP),CO2 emissions (kg per 2017 PPP $ of GDP),CO2 emissions (kg per PPP $ of GDP),CO2 emissions (kt),CO2 emissions (metric tons per capita),CO2 emissions from gaseous fuel consumption (% of total),CO2 emissions from gaseous fuel consumption (kt),CO2 emissions from liquid fuel consumption (% of total),CO2 emissions from liquid fuel consumption (kt),CO2 emissions from solid fuel consumption (% of total),CO2 emissions from solid fuel consumption (kt),CO2 intensity (kg per kg of oil equivalent energy use),CPIA public sector management and institutions cluster average (1=low to 6=high),Cereal yield (kg per hectare),"Community health workers (per 1,000 people)",Disaster risk reduction progress score (1-5 scale; 5=best),"Droughts, floods, extreme temperatures (% of population, average 1990-2009)",Ease of doing business rank (1=most business-friendly regulations),Electric power consumption (kWh per capita),Electricity production from coal sources (% of total),Electricity production from hydroelectric sources (% of total),Electricity production from natural gas sources (% of total),Electricity production from nuclear sources (% of total),Electricity production from oil sources (% of total),"Electricity production from renewable sources, excluding hydroelectric (% of total)","Electricity production from renewable sources, excluding hydroelectric (kWh)",Energy use (kg of oil equivalent per capita),"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)","Foreign direct investment, net inflows (% of GDP)",Forest area (% of land area),Forest area (sq. km),GHG net emissions/removals by LUCF (Mt of CO2 equivalent),HFC gas emissions (thousand metric tons of CO2 equivalent),Land area where elevation is below 5 meters (% of total land area),Marine protected areas (% of territorial waters),Methane emissions (% change from 1990),Methane emissions (kt of CO2 equivalent),"Mortality rate, under-5 (per 1,000 live births)",Nitrous oxide emissions (% change from 1990),Nitrous oxide emissions (thousand metric tons of CO2 equivalent),Other greenhouse gas emissions (% change from 1990),"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",PFC gas emissions (thousand metric tons of CO2 equivalent),Population growth (annual %),Population in urban agglomerations of more than 1 million (% of total population),Population living in areas where elevation is below 5 meters (% of total population),"Population, total",Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),"Prevalence of underweight, weight for age (% of children under 5)","Primary completion rate, total (% of relevant age group)",Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population living in areas where elevation is below 5 meters (% of total population),SF6 gas emissions (thousand metric tons of CO2 equivalent),"School enrollment, primary and secondary (gross), gender parity index (GPI)",Terrestrial and marine protected areas (% of total territorial area),Terrestrial protected areas (% of total land area),Total greenhouse gas emissions (% change from 1990),Total greenhouse gas emissions (kt of CO2 equivalent),Urban land area where elevation is below 5 meters (% of total land area),Urban land area where elevation is below 5 meters (sq. km),Urban population,Urban population (% of total population),Urban population growth (annual %),Urban population living in areas where elevation is below 5 meters (% of total population)
Afghanistan,2019 [YR2019],97.7,..,..,..,25.7739707394105,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6,..,..,..,..,173,..,..,..,..,..,..,..,..,..,..,0.12132303904438,1.85099408755323,12084.4,..,..,..,..,..,..,60.3,..,..,..,..,..,2.31307334941778,10.8145110122017,..,38041757,..,..,84.3305892944336,..,..,..,..,..,..,..,..,..,..,..,..,..,9797274,25.754,3.32382725656218,..
Afghanistan,2020 [YR2020],..,..,..,..,27.0135607698968,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.85099408755323,12084.4,..,..,..,..,..,..,..,..,..,..,..,..,2.30381209309418,10.8443665760121,..,38928341,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10131490,26.026,3.35442115854384,..
Africa Eastern and Southern,1990 [YR1990],..,..,43.5702639252761,5313659.9,19.7975563643639,..,..,5.81405884461221,..,0.812628862359488,0.357033030995948,0.594664029666424,309980.8254427,1.01750484253188,1.46829727682834,..,23.6521439625934,74768.0116545895,93.7717913003391,418057.336200776,1.60819764052278,..,1357.14526999867,..,..,..,..,791.122817800831,74.0560444016905,11.9387674983914,0,3.86551625192215,0.857834415002253,0.313395506280823,685000000,788.222328225691,236.828651956083,0.0374728863269072,40.5659120224263,4988232.4,..,..,0.205653610486461,..,..,330740,164.782792882383,..,209670,..,-23342.3965470593,..,2.91305853091505,10.5285616954061,0.645670807046856,304648010,..,..,..,14.3652582234595,61.6259645158391,0.200034096454707,25791.942433545,0.34006870201451,..,..,..,..,..,838050,0.00561951403175442,717.773434097,75915921,24.9192241869034,5.07664273327116,0.305602105032345
Africa Eastern and Southern,2000 [YR2000],20.0860066130196,..,42.5168029711673,5185183.9,15.8380255230886,..,..,6.03233409133827,..,0.782031963360853,0.341359777700875,0.45634475902517,358460.646325123,0.900399149757883,1.21530464833017,..,21.7227915474606,77867.6589808862,100.226278219981,521084.437860628,1.49329174606832,..,1459.73040147625,..,..,..,..,780.702623963529,71.4806246701369,13.0819880970814,0.000719403233362556,4.67971803302343,2.01612756149856,0.467971803302343,1301000000,733.421541788003,244.232432272158,1.64990808225988,33.980631470599,5058895.14,..,..,0.207289191158219,..,..,377850,136.91781510692,..,211260,..,-20582.6629631686,..,2.61227550562855,12.0713786294592,0.68482434030368,398113044,..,..,..,15.9837375193401,65.1324446480537,0.201624984652974,25791.942433545,0.334358667682774,..,..,..,..,..,948360,0.00566420650524549,717.773434097,114136170,28.6692864525936,3.64165068206468,0.350465672620906
Africa Eastern and Southern,2011 [YR2011],28.3818359876251,..,43.1717511968277,6392500.5,13.6163949030686,..,..,7.71609936745832,..,0.695975872778058,0.302555366401958,0.32232792819212,535604.357505138,1.0053381095461,2.28852945079527,..,26.3855210525318,141322.000507796,78.5927729435629,573566.393784099,1.64604578940594,2.91666666666667,1775.1092566039,..,..,..,..,740.741605692739,66.5062916995942,17.9032071758848,0.716106910709701,3.60778936880686,2.25573676873556,0.738017644544848,2762000000,749.402187738062,197.333858462342,1.9813287568372,32.1831348252032,4765400.98,..,..,..,..,..,523850,82.105187397727,..,272840,..,48331.319894363,..,2.75661924889133,13.4343039147876,..,532760424,..,..,..,21.3237793496936,62.2938415552246,..,..,..,..,..,..,..,..,1342560,..,..,173901249,32.6415481084515,4.18700792549491,..
Africa Eastern and Southern,2012 [YR2012],32.2240274434276,..,43.6219127347057,6459157.24,13.9300759920997,4.48896608964999,89.1316804607,8.14494419172157,..,0.704772940769417,0.302453074497964,0.328936024556807,559333.857277447,1.02164632918829,2.30332856522054,..,24.1341558629681,133986.884159479,74.4807086984863,569101.815560153,1.68557943256546,2.86842105263158,1663.99369987163,..,..,..,..,703.908400908733,66.1590049421456,18.0558464005087,0.795562054580316,3.2118030396667,2.80287178432349,0.821624033403109,3058000000,728.721221633136,192.703879718126,2.69162843050265,31.9724922524989,4734211.36,..,..,..,..,..,534240,78.3542284527932,..,275740,..,72440.6335418639,..,2.76342579830968,13.592284497545,..,547482863,..,..,..,21.795825040308,61.1095543464239,..,..,..,..,..,..,..,..,1381860,..,..,181061819,33.0716871573659,4.11760699890084,..
Africa Eastern and Southern,2013 [YR2013],32.0464780952398,..,43.7476818943457,6477782.4,13.4246252090876,..,..,8.1890162224454,..,0.697648054112167,0.299402317373671,0.318928653574113,580510.924988882,1.03183309057281,2.16108550393412,..,24.412333257733,140662.636531352,71.66384724088,568310.367602271,1.70786904693025,2.84736842105263,1545.16730019608,..,..,..,..,698.369914215573,64.4687113492775,18.6916357485399,0.862605419829449,3.731343775564,3.12188566845359,0.970530292963585,3669000000,725.668196097785,187.810753893142,2.31560700885277,31.761841679602,4703021.74,..,..,..,..,..,538060,74.991597446773,..,274830,..,70001.9866557046,..,2.76149556849235,13.7539758467982,..,562601578,..,..,..,22.7326039395982,60.4688380088513,..,..,..,..,..,..,..,..,1406900,..,..,188513993,33.5075479703347,4.1158174822048,..
Africa Eastern and Southern,2014 [YR2014],31.3235788003652,..,43.8779351605337,6497055.3,13.405314781556,..,..,8.24697198712437,..,0.692477681155296,0.296757561581905,0.30835405813826,601860.163982524,1.0411447920002,2.13872852407155,..,27.5406034294176,164523.567013477,72.9796372019452,600029.16652967,1.75083161155932,2.92777777777778,1667.40429908681,..,..,..,..,686.728057221492,62.3023254110205,19.6886473528755,1.09021026509215,3.57885778121873,3.19227679716654,1.99439464725449,7687000000,740.766342797557,185.968891434083,2.88843578201059,31.5512701334493,4671832.12,..,..,..,..,..,543720,71.9968409851307,..,276360,..,73024.711698547,..,2.75040021306161,13.9174991621306,..,578075373,..,..,..,24.9665894302136,60.8039336588303,..,..,..,..,..,..,..,..,1436410,..,..,196270604,33.9524243585602,4.11460755594943,..
Africa Eastern and Southern,2015 [YR2015],33.3121631315881,..,43.9371504917177,6505845.2,13.532579224454,..,..,8.24916528615284,..,0.654856744620905,0.279469796927445,0.288682367343109,586385.004028878,0.987393167382925,2.56504430128327,..,27.8950151125235,162356.067071644,70.246113231662,562704.277900612,..,2.91111111111111,1658.18133885247,..,..,..,..,..,61.2043226107211,19.5349843477032,1.37240524194731,..,3.32966863660722,2.81753094203613,10926000000,..,..,3.21488900169714,31.3405255785614,4640642.5,..,..,..,..,..,554570,69.2889468592859,..,279960,..,68559.00421381,..,2.73259763999667,14.0562098268487,..,593871847,..,..,..,25.6758787545077,61.0972640976963,..,..,..,..,..,..,..,..,1436770,..,..,204322110,34.4050839061798,4.10224752760224,..
Africa Eastern and Southern,2016 [YR2016],38.3804331871331,..,44.0056868070493,6515953,13.5791125094614,..,..,8.25330344665089,..,0.646623831006576,0.275042446750004,0.281280785402549,592299.593958805,0.971016455310255,2.49553887454474,..,28.193946103996,165751.079735638,71.7367103260777,580440.829572107,..,2.91666666666667,1498.71469961774,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.99106573388856,31.1194314173671,4607876.1,..,..,..,4.91100544640567,..,563050,66.6676139020453,..,284380,..,73149.4315073118,..,2.71221797789649,14.2017047543378,..,609978946,..,..,..,..,..,..,..,..,..,..,14.3998520701061,16.4936604991237,..,1457530,..,..,212669776,34.8651009391134,4.08554218630573,..
Africa Eastern and Southern,2017 [YR2017],39.754201347135,..,44.0426285348133,6521411.4,13.5650637826501,4.86836637500938,96.663994,8.23118076028364,..,0.636665618305678,0.270148293874607,0.271866594761643,601323.394690938,0.959978016817397,..,..,..,..,..,..,..,2.83684210526316,1728.81867042433,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03619187590963,30.9035428685892,4575901.2,..,..,..,4.92257077023748,..,564380,64.3470247179194,..,286140,..,..,..,2.69090172827046,14.3540408827823,..,626392880,..,..,..,..,..,..,..,..,..,..,14.9974964198035,16.9073441434583,..,1471620,..,..,221319466,35.332372600656,4.06719288593223,..
Africa Eastern and Southern,2018 [YR2018],42.1682410699846,..,44.1179796628605,6532568.32,12.737304157452,..,..,8.24761627217841,..,0.619116196422698,0.262016757115407,0.259772743429061,600351.133332593,0.933541201136227,..,..,..,..,..,..,..,2.87777777777778,1622.88292162038,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57434741179986,30.6902243076237,4544314.78,..,..,..,4.92256917790108,..,570040,62.1153871132576,..,286710,..,..,..,2.66561953897049,14.4957809322127,..,643090131,..,..,..,..,..,..,..,..,..,..,14.9974985657976,16.9073461079775,..,1478910,..,..,230276235,35.8077701192774,4.04698654026213,..
Africa Eastern and Southern,2019 [YR2019],43.6406611120552,..,..,..,12.5995682593302,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.78947368421053,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.51078177248772,30.4697982610631,4511676.2,..,..,..,..,..,..,60.0986588359557,..,..,..,..,..,2.63666633689952,14.623380166428,..,660046272,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239539517,36.2913220679034,4.02268258381071,..
Africa Eastern and Southern,2020 [YR2020],..,..,..,..,13.1865082890611,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76842105263158,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.2517857956239,4479395,..,..,..,..,..,..,..,..,..,..,..,..,2.60542748736259,14.761201882829,..,677243299,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,249112475,36.7833061490919,3.9964003100165,..
Africa Western and Central,1990 [YR1990],..,..,35.2376887344154,3187523.8,24.3750946838852,..,..,8.10422097375793,..,0.350653123482218,0.157111456618377,0.262088178417887,90210,0.440470203040358,8.5404799911318,10260.5058015683,54.9867076820751,49603.509,0.459340427890478,..,0.97239120678566,..,875.010967556294,..,..,..,..,129.889850679518,0.0426340556029371,50.4262491500585,24.2850139799807,0,11.8653856285713,0.154138508718311,47000000,564.362021702064,173.756641135413,0.700627992749308,22.7769081273257,2060349,..,..,..,..,..,218010,197.641838178307,..,88780,..,-5069.3573155254,..,2.71893185481315,13.4176744079834,3.57549933667141,204803865,..,..,..,55.6631493421214,86.0822144145653,..,33817.16343207,1.21627578735966,..,..,..,..,..,398170,..,1564.961352493,63490907,31.0008341528857,4.85838853142748,2.35922354931175
Africa Western and Central,2000 [YR2000],34.6580113476023,..,37.0930787615883,3355358.3,22.8583453199837,..,..,9.80357691652903,..,0.377055819056632,0.167507387869717,0.22854693071785,119510,0.447243620092775,13.4578378378378,21245.1594295046,49.1122098569157,58694.002,0.19637519872814,..,0.951019016010306,..,971.626509190698,..,..,..,..,116.708797674533,0.34756740679432,47.9977715916038,31.8217270220578,0,5.12597560687031,0.154474403019698,60000000,548.181051904747,186.239187057802,1.90844996423138,21.5952835465819,1953461.84,..,..,..,..,..,250940,169.548431724224,..,176820,..,-13492.367625922,..,2.70753222038968,14.7980902537001,3.5574382587508,267214544,..,..,..,52.858872916918,83.23915972312,..,33817.16343207,1.15880351933961,..,..,..,..,..,553740,..,1564.961352493,94468306,35.3529813285238,4.08795674905325,2.39863473941118
Africa Western and Central,2011 [YR2011],45.9012986272586,..,39.3496832777273,3559485.78,21.9978721486916,..,..,10.7860936259781,..,0.287386469563649,0.129151585468802,0.137804624756763,179070,0.497022584362617,21.9995426369576,45921.6448008892,66.0580141843972,118290.086,0.780212765957447,..,0.901052746889454,3.04,1063.08509305639,0.143653998035608,..,..,..,175.112546300155,0.388456897176606,32.9182944748599,45.6794843872067,0,6.43619761008299,0.333615923457556,219000000,610.016077182942,143.391654923818,3.72098530861984,20.586055376098,1862169.28,..,..,..,..,..,327790,118.442691483882,..,201630,..,37461.9498295187,..,2.775170988939,16.3397307877918,..,360285439,..,..,..,37.7036499888252,79.5252928746749,..,..,..,..,..,..,..,..,723970,..,..,152273428,42.2646633923943,4.35234105406772,..
Africa Western and Central,2012 [YR2012],44.1303538860375,..,39.5149605672479,3574436.4,21.6573646755391,1.5714999332768,29.8339833333,11.0330618255142,..,0.277026971978057,0.124381218652083,0.132215114209079,181740,0.490866786557112,21.9144310553538,46426.0433940666,60.0755243754815,109181.258,0.732431495543083,..,0.86522990737304,2.99,1189.74588757444,..,..,..,..,185.515814213575,0.367485226020439,30.8022065432092,45.3207665554734,0,6.74060499224104,0.283571276771677,196000000,624.240457631954,143.169627082852,2.91695890536338,20.4980992241686,1854212.96,..,..,..,..,..,336470,115.498790719605,..,204520,..,47762.8329778015,..,2.76380250826622,16.4605902311811,..,370243017,..,..,..,36.0379350990554,79.0710065586817,..,..,..,..,..,..,..,..,740720,..,..,158838089,42.9010354250733,4.31110081793129,..
Africa Western and Central,2013 [YR2013],47.0181626522631,..,39.7401915589369,3594810.3,20.5950980014107,..,..,11.1139835370747,..,0.276034138231731,0.124013408451107,0.127996049271137,191990,0.504655298587815,20.7711990207823,46485.8872949521,60.3749518204073,115913.87,0.666588363977291,..,0.904595425611366,3,1114.15507239775,..,..,..,..,181.128874738517,0.327521028992051,29.8793548906731,45.4366037677956,0,6.68920067687155,0.308091815407777,222000000,622.117525274381,137.678256132607,2.37143878564345,20.4101430722392,1846256.64,..,..,..,..,..,348150,112.66792262677,..,210520,..,56312.0866250693,..,2.75356415432408,16.5850939741264,..,380437896,..,..,..,35.1638636501873,77.5442291317694,..,..,..,..,..,..,..,..,771100,..,..,165607296,43.5307043161389,4.26170261970351,..
Africa Western and Central,2014 [YR2014],47.7454989877597,..,39.7651468419528,3597067.7,20.1509604313202,..,..,11.1134694852185,..,0.269390533420017,0.121141737147963,0.123119069518945,198440,0.507671120670619,22.5334599879057,52124.0376712318,62.5832941947188,124190.289,0.92765269098972,..,0.93143374650274,2.99,1194.15284852701,..,..,..,..,186.199009684307,0.326376693400608,29.5919273226989,46.859500720914,0,7.20539315430573,0.307877609564136,233000000,611.437410013059,131.044469729554,1.95928053161411,20.3221869203098,1838300.32,..,..,..,..,..,356630,110.264425784691,..,212830,..,67013.9611703157,..,2.74554220539586,16.7149488859111,..,390882979,..,..,..,34.5661459313632,76.2761430693836,..,..,..,..,..,..,..,..,790820,..,..,172602709,44.1571309612333,4.22409710741248,..
Africa Western and Central,2015 [YR2015],46.7522790760429,..,39.7920533110467,3599501.6,20.5620330664393,..,..,11.1134694852185,..,0.254867350984954,0.114605778558789,0.116532049325416,193060,0.480743071312896,23.2601688594219,52346.3150173778,59.4287247487828,114733.096,1.03137936392831,..,..,3.01,1239.63959089503,..,..,..,..,..,0.28730751455934,26.3100881432214,51.1290372855397,..,7.58829847277315,0.364009520708666,280000000,..,..,2.06488510579871,20.2342307683804,1830344,..,..,..,..,..,368640,107.765704982356,..,218280,..,58562.639186859,..,2.73833156598,16.8498038136817,..,401586651,..,..,..,31.2335314124894,76.9675266521529,..,..,..,..,..,..,..,..,805370,..,..,179836016,44.7813730017585,4.19072623014279,..
